onset	duration	sample	trial_type	stim_file	value
7.2988	0.0	7475	response	n/a	212
9.2988	0.0	9523	response	n/a	212
13.6211	0.2	13949	stimulus	n/a	12
14.0986	0.0	14438	response	n/a	212
15.2197	0.2	15586	stimulus	n/a	12
15.6426	0.0	16019	response	n/a	212
16.8193	0.2	17224	stimulus	n/a	22
17.3467	0.0	17764	response	n/a	222
18.3359	0.2	18777	stimulus	n/a	12
18.7305	0.0	19181	response	n/a	212
19.8516	0.2	20329	stimulus	n/a	11
20.2344	0.0	20721	response	n/a	111
21.3008	0.2	21813	stimulus	n/a	22
21.7539	0.0	22277	response	n/a	222
22.7676	0.2	23315	stimulus	n/a	12
23.1543	0.0	23711	response	n/a	212
24.2168	0.2	24799	stimulus	n/a	22
24.7539	0.0	25349	response	n/a	222
25.6826	0.2	26300	stimulus	n/a	21
26.1377	0.0	26766	response	n/a	121
27.2822	0.2	27938	stimulus	n/a	11
27.6738	0.0	28339	response	n/a	111
28.6982	0.2	29388	stimulus	n/a	11
29.0742	0.0	29773	response	n/a	111
30.1982	0.2	30924	stimulus	n/a	22
30.7217	0.0	31460	response	n/a	222
31.7139	0.2	32476	stimulus	n/a	12
32.1299	0.0	32902	response	n/a	212
33.1641	0.2	33961	stimulus	n/a	21
33.6660	0.0	34475	response	n/a	121
34.5967	0.2	35428	stimulus	n/a	21
35.0254	0.0	35867	response	n/a	121
36.0791	0.2	36946	stimulus	n/a	21
36.5537	0.0	37432	response	n/a	121
37.6289	0.2	38533	stimulus	n/a	21
38.0977	0.0	39013	response	n/a	121
39.1445	0.2	40085	stimulus	n/a	11
39.5215	0.0	40471	response	n/a	111
40.7275	0.2	41706	stimulus	n/a	12
41.1055	0.0	42093	response	n/a	212
42.1768	0.2	43190	stimulus	n/a	11
42.5781	0.0	43601	response	n/a	111
43.7764	0.2	44828	stimulus	n/a	12
44.1533	0.0	45214	response	n/a	212
45.3428	0.2	46432	stimulus	n/a	11
45.6973	0.0	46795	response	n/a	111
46.9258	0.2	48053	stimulus	n/a	21
47.3379	0.0	48475	response	n/a	121
48.3418	0.2	49503	stimulus	n/a	22
48.7539	0.0	49925	response	n/a	222
49.9072	0.2	51106	stimulus	n/a	22
50.3057	0.0	51514	response	n/a	222
51.3242	0.2	52557	stimulus	n/a	11
51.7695	0.0	53013	response	n/a	111
52.9229	0.2	54194	stimulus	n/a	22
53.4014	0.0	54684	response	n/a	222
54.4062	0.2	55713	stimulus	n/a	22
54.8975	0.0	56216	response	n/a	222
55.8223	0.2	57163	stimulus	n/a	12
56.3213	0.0	57674	response	n/a	212
57.3887	0.2	58767	stimulus	n/a	11
57.8652	0.0	59255	response	n/a	111
58.9209	0.2	60336	stimulus	n/a	21
59.3691	0.0	60795	response	n/a	121
60.3535	0.2	61803	stimulus	n/a	21
60.7852	0.0	62245	response	n/a	121
61.8037	0.2	63288	stimulus	n/a	21
62.2734	0.0	63769	response	n/a	121
63.3857	0.2	64908	stimulus	n/a	11
63.7529	0.0	65284	response	n/a	111
64.8027	0.2	66359	stimulus	n/a	21
65.2812	0.0	66849	response	n/a	121
66.3350	0.2	67928	stimulus	n/a	12
66.7529	0.0	68356	response	n/a	212
67.8848	0.2	69515	stimulus	n/a	11
68.2334	0.0	69872	response	n/a	111
69.3008	0.2	70965	stimulus	n/a	12
69.7451	0.0	71420	response	n/a	212
70.8838	0.2	72586	stimulus	n/a	22
71.4414	0.0	73157	response	n/a	222
72.3496	0.2	74087	stimulus	n/a	22
72.8652	0.0	74615	response	n/a	222
82.2295	0.2	84204	stimulus	n/a	12
82.7129	0.0	84699	response	n/a	212
83.7285	0.2	85739	stimulus	n/a	12
84.1523	0.0	86173	response	n/a	212
85.2783	0.2	87326	stimulus	n/a	22
85.8008	0.0	87861	response	n/a	222
86.7275	0.2	88810	stimulus	n/a	11
87.1689	0.0	89262	response	n/a	111
88.2939	0.2	90414	stimulus	n/a	21
88.8330	0.0	90966	response	n/a	121
89.7100	0.2	91864	stimulus	n/a	22
90.1768	0.0	92342	response	n/a	222
91.2100	0.2	93400	stimulus	n/a	21
91.6729	0.0	93874	response	n/a	121
92.7754	0.2	95003	stimulus	n/a	11
93.1367	0.0	95373	response	n/a	111
94.2920	0.2	96556	stimulus	n/a	12
94.6963	0.0	96970	response	n/a	212
95.7246	0.2	98023	stimulus	n/a	22
96.2080	0.0	98518	response	n/a	222
97.1904	0.2	99524	stimulus	n/a	21
97.6406	0.0	99985	response	n/a	121
98.6572	0.2	101026	stimulus	n/a	12
99.0400	0.0	101418	response	n/a	212
100.2227	0.2	102629	stimulus	n/a	22
100.7207	0.0	103139	response	n/a	222
101.8057	0.2	104250	stimulus	n/a	11
102.2002	0.0	104654	response	n/a	111
103.2549	0.2	105734	stimulus	n/a	21
103.7764	0.0	106268	response	n/a	121
104.7715	0.2	107287	stimulus	n/a	11
105.1279	0.0	107652	response	n/a	111
106.2373	0.2	108788	stimulus	n/a	11
106.6084	0.0	109168	response	n/a	111
107.7871	0.2	110375	stimulus	n/a	21
108.2881	0.0	110888	response	n/a	121
109.3535	0.2	111979	stimulus	n/a	22
109.8721	0.0	112510	response	n/a	222
110.9189	0.2	113582	stimulus	n/a	21
111.3682	0.0	114042	response	n/a	121
112.4355	0.2	115135	stimulus	n/a	12
112.8477	0.0	115557	response	n/a	212
113.8848	0.2	116619	stimulus	n/a	12
114.3125	0.0	117057	response	n/a	212
115.4346	0.2	118206	stimulus	n/a	11
115.8164	0.0	118597	response	n/a	111
116.9170	0.2	119724	stimulus	n/a	11
117.3359	0.0	120153	response	n/a	111
118.3164	0.2	121157	stimulus	n/a	22
118.7764	0.0	121628	response	n/a	222
119.9160	0.2	122795	stimulus	n/a	21
120.2803	0.0	123168	response	n/a	121
121.4658	0.2	124382	stimulus	n/a	12
121.8398	0.0	124765	response	n/a	212
122.8984	0.2	125849	stimulus	n/a	22
123.4961	0.0	126461	response	n/a	222
124.3809	0.2	127367	stimulus	n/a	12
124.8721	0.0	127870	response	n/a	212
125.8477	0.2	128869	stimulus	n/a	11
126.2402	0.0	129271	response	n/a	111
127.4131	0.2	130472	stimulus	n/a	22
127.8877	0.0	130958	response	n/a	222
128.9795	0.2	132076	stimulus	n/a	11
129.8398	0.0	132957	response	n/a	111
130.4287	0.2	133560	stimulus	n/a	22
130.9121	0.0	134055	response	n/a	222
131.9619	0.2	135130	stimulus	n/a	21
132.4795	0.0	135660	response	n/a	121
133.4443	0.2	136648	stimulus	n/a	21
133.9834	0.0	137200	response	n/a	121
135.0439	0.2	138286	stimulus	n/a	21
135.4473	0.0	138699	response	n/a	121
136.4932	0.2	139770	stimulus	n/a	12
136.8555	0.0	140141	response	n/a	212
137.9766	0.2	141289	stimulus	n/a	12
138.3359	0.0	141657	response	n/a	212
139.4092	0.2	142756	stimulus	n/a	22
139.8398	0.0	143197	response	n/a	222
140.9248	0.2	144308	stimulus	n/a	11
141.3115	0.0	144704	response	n/a	111
153.6211	0.2	157309	stimulus	n/a	11
154.1035	0.0	157803	response	n/a	111
155.1367	0.2	158861	stimulus	n/a	21
155.6396	0.0	159376	response	n/a	121
156.7031	0.2	160465	stimulus	n/a	21
157.1836	0.0	160957	response	n/a	121
158.1523	0.2	161949	stimulus	n/a	21
158.6152	0.0	162423	response	n/a	121
159.6348	0.2	163467	stimulus	n/a	11
159.9355	0.0	163775	response	n/a	111
161.0518	0.2	164918	stimulus	n/a	12
161.4473	0.0	165323	response	n/a	212
162.6006	0.2	166504	stimulus	n/a	21
162.9590	0.0	166871	response	n/a	121
164.0674	0.2	168006	stimulus	n/a	21
164.3994	0.0	168346	response	n/a	121
165.6494	0.2	169626	stimulus	n/a	11
165.9912	0.0	169976	response	n/a	111
