name	x	y	z
FP1	80.7840	26.1330	-4.0011
F3	57.5511	48.2004	39.8697
F7	49.8714	68.4233	-7.4895
FC3	30.9553	59.2750	52.4714
C3	0.0000	63.1713	56.8717
C5	0.0000	80.8315	26.2918
P3	-57.5511	48.2004	39.8697
P7	-49.8714	68.4233	-7.4895
P9	-44.4841	59.7083	-41.0011
PO7	-68.6911	49.7094	-5.9589
PO3	-76.1528	31.4828	20.8468
O1	-80.7840	26.1330	-4.0011
Oz	-84.9812	-0.0000	-1.7860
Pz	-60.7385	-0.0000	59.4629
CPz	-32.9279	-0.0000	78.3630
FP2	80.7840	-26.1330	-4.0011
Fz	60.7385	-0.0000	59.4629
F4	57.5840	-48.1426	39.8920
F8	49.9265	-68.3836	-7.4851
FC4	30.9553	-59.2750	52.4714
FCz	32.9279	-0.0000	78.3630
Cz	0.0000	-0.0000	85.0000
C4	0.0000	-63.1673	56.8761
C6	0.0000	-80.8315	26.2918
P4	-57.5840	-48.1426	39.8920
P8	-49.9265	-68.3836	-7.4851
P10	-44.4841	-59.7083	-41.0011
PO8	-68.7209	-49.6689	-5.9530
PO4	-76.1528	-31.4828	20.8468
O2	-80.7840	-26.1330	-4.0011
HEOG_left	n/a	n/a	n/a
HEOG_right	n/a	n/a	n/a
VEOG_lower	n/a	n/a	n/a
