onset	duration	sample	trial_type	stim_file	value
4.9092	0.0	5028	response	n/a	202
7.2852	0.0	7461	response	n/a	202
11.3799	0.5	11654	stimulus	n/a	121
11.9648	0.0	12253	response	n/a	201
12.8789	0.5	13189	stimulus	n/a	121
13.3564	0.0	13678	response	n/a	201
14.3115	0.5	14656	stimulus	n/a	112
14.9805	0.0	15341	response	n/a	201
15.7617	0.5	16141	stimulus	n/a	121
16.4531	0.0	16849	response	n/a	201
17.3438	0.5	17761	stimulus	n/a	111
18.0283	0.0	18462	response	n/a	201
18.8770	0.5	19331	stimulus	n/a	121
19.3643	0.0	19830	response	n/a	202
20.2764	0.5	20764	stimulus	n/a	121
20.9248	0.0	21428	response	n/a	201
21.8594	0.5	22385	stimulus	n/a	121
22.3164	0.0	22853	response	n/a	201
23.4258	0.5	23989	stimulus	n/a	121
23.9570	0.0	24533	response	n/a	201
24.8916	0.5	25490	stimulus	n/a	122
25.3643	0.0	25974	response	n/a	201
26.4072	0.5	27042	stimulus	n/a	121
26.8525	0.0	27498	response	n/a	201
27.9404	0.5	28612	stimulus	n/a	111
28.4043	0.0	29087	response	n/a	201
29.3564	0.5	30062	stimulus	n/a	111
29.8281	0.0	30545	response	n/a	201
30.7725	0.5	31512	stimulus	n/a	121
31.2607	0.0	32012	response	n/a	201
32.1719	0.5	32945	stimulus	n/a	122
32.6367	0.0	33421	response	n/a	201
33.7051	0.5	34515	stimulus	n/a	112
34.2441	0.0	35067	response	n/a	201
35.1377	0.5	35982	stimulus	n/a	111
35.5400	0.0	36394	response	n/a	201
36.6875	0.5	37569	stimulus	n/a	121
37.2607	0.0	38156	response	n/a	201
38.1533	0.5	39070	stimulus	n/a	111
38.6045	0.0	39532	response	n/a	201
39.7529	0.5	40708	stimulus	n/a	111
40.1719	0.0	41137	response	n/a	201
41.3359	0.5	42329	stimulus	n/a	121
41.8926	0.0	42899	response	n/a	201
42.8516	0.5	43881	stimulus	n/a	121
43.2842	0.0	44324	response	n/a	201
44.2676	0.5	45331	stimulus	n/a	121
44.7158	0.0	45790	response	n/a	201
45.8174	0.5	46918	stimulus	n/a	112
46.3643	0.0	47478	response	n/a	202
47.2168	0.5	48351	stimulus	n/a	111
47.6924	0.0	48838	response	n/a	201
48.6826	0.5	49852	stimulus	n/a	122
49.3076	0.0	50492	response	n/a	201
50.1494	0.5	51354	stimulus	n/a	122
50.6523	0.0	51869	response	n/a	201
51.5820	0.5	52821	stimulus	n/a	122
52.1318	0.0	53384	response	n/a	201
53.1152	0.5	54391	stimulus	n/a	111
53.6436	0.0	54932	response	n/a	201
54.6807	0.5	55994	stimulus	n/a	122
55.1162	0.0	56440	response	n/a	202
56.1807	0.5	57530	stimulus	n/a	122
56.7002	0.0	58062	response	n/a	201
57.6963	0.5	59082	stimulus	n/a	112
58.3076	0.0	59708	response	n/a	201
59.1963	0.5	60618	stimulus	n/a	111
59.8682	0.0	61306	response	n/a	201
60.6123	0.5	62068	stimulus	n/a	112
61.2520	0.0	62723	response	n/a	201
62.0781	0.5	63569	stimulus	n/a	121
62.6436	0.0	64148	response	n/a	201
63.4941	0.5	65019	stimulus	n/a	121
64.0273	0.0	65565	response	n/a	201
64.9268	0.5	66486	stimulus	n/a	122
65.4834	0.0	67056	response	n/a	201
66.3936	0.5	67988	stimulus	n/a	121
66.9561	0.0	68564	response	n/a	201
67.8926	0.5	69523	stimulus	n/a	111
68.5312	0.0	70177	response	n/a	201
69.3086	0.5	70973	stimulus	n/a	121
69.9160	0.0	71595	response	n/a	201
84.0371	0.5	86055	stimulus	n/a	122
84.6992	0.0	86733	response	n/a	201
85.5361	0.5	87590	stimulus	n/a	122
86.2754	0.0	88347	response	n/a	201
87.0029	0.5	89092	stimulus	n/a	122
87.5635	0.0	89666	response	n/a	201
88.5684	0.5	90695	stimulus	n/a	112
89.1230	0.0	91263	response	n/a	201
90.0518	0.5	92214	stimulus	n/a	112
90.6035	0.0	92779	response	n/a	201
91.6172	0.5	93817	stimulus	n/a	112
92.2354	0.0	94450	response	n/a	201
93.0840	0.5	95319	stimulus	n/a	121
93.6270	0.0	95875	response	n/a	201
94.5664	0.5	96837	stimulus	n/a	111
95.1875	0.0	97473	response	n/a	201
95.9990	0.5	98304	stimulus	n/a	122
96.5947	0.0	98914	response	n/a	201
97.4492	0.5	99789	stimulus	n/a	121
97.9629	0.0	100315	response	n/a	201
98.9316	0.5	101307	stimulus	n/a	122
99.3066	0.0	101691	response	n/a	201
100.4482	0.5	102860	stimulus	n/a	122
100.9229	0.0	103346	response	n/a	201
102.0303	0.5	104480	stimulus	n/a	122
102.4912	0.0	104952	response	n/a	201
103.4463	0.5	105930	stimulus	n/a	111
103.8506	0.0	106344	response	n/a	201
104.9795	0.5	107500	stimulus	n/a	122
105.5791	0.0	108114	response	n/a	201
106.4287	0.5	108984	stimulus	n/a	122
106.9473	0.0	109515	response	n/a	201
107.9951	0.5	110588	stimulus	n/a	112
108.5146	0.0	111120	response	n/a	201
109.4941	0.5	112123	stimulus	n/a	111
110.0264	0.0	112668	response	n/a	201
110.9941	0.5	113659	stimulus	n/a	112
111.5146	0.0	114192	response	n/a	201
112.5439	0.5	115246	stimulus	n/a	122
113.0508	0.0	115765	response	n/a	201
114.0762	0.5	116815	stimulus	n/a	111
114.4824	0.0	117231	response	n/a	201
115.5420	0.5	118316	stimulus	n/a	121
116.3145	0.0	119107	response	n/a	201
117.1084	0.5	119920	stimulus	n/a	112
117.6748	0.0	120500	response	n/a	201
118.5410	0.5	121387	stimulus	n/a	121
118.9707	0.0	121827	response	n/a	201
120.0576	0.5	122940	stimulus	n/a	122
120.4268	0.0	123318	response	n/a	201
121.5566	0.5	124475	stimulus	n/a	112
122.1143	0.0	125046	response	n/a	201
122.9561	0.5	125908	stimulus	n/a	121
123.5547	0.0	126521	response	n/a	201
124.5225	0.5	127512	stimulus	n/a	111
125.1543	0.0	128159	response	n/a	201
126.0059	0.5	129031	stimulus	n/a	121
126.6260	0.0	129666	response	n/a	201
127.5049	0.5	130566	stimulus	n/a	122
128.0742	0.0	131149	response	n/a	201
129.0039	0.5	132101	stimulus	n/a	121
129.5381	0.0	132648	response	n/a	201
130.5869	0.5	133722	stimulus	n/a	111
131.0742	0.0	134221	response	n/a	202
132.0195	0.5	135189	stimulus	n/a	112
132.4824	0.0	135663	response	n/a	201
133.4863	0.5	136691	stimulus	n/a	121
134.0264	0.0	137244	response	n/a	201
134.9854	0.5	138226	stimulus	n/a	112
135.5537	0.0	138808	response	n/a	201
136.4346	0.5	139710	stimulus	n/a	112
137.1543	0.0	140447	response	n/a	201
138.0010	0.5	141314	stimulus	n/a	121
138.5381	0.0	141864	response	n/a	201
139.5010	0.5	142850	stimulus	n/a	112
140.0586	0.0	143421	response	n/a	201
141.0332	0.5	144419	stimulus	n/a	111
141.5859	0.0	144985	response	n/a	201
142.5332	0.5	145955	stimulus	n/a	121
143.0098	0.0	146443	response	n/a	201
165.8076	0.5	169788	stimulus	n/a	111
166.3936	0.0	170388	response	n/a	201
167.2910	0.5	171307	stimulus	n/a	111
167.7539	0.0	171781	response	n/a	201
168.7568	0.5	172808	stimulus	n/a	112
169.2578	0.0	173321	response	n/a	201
170.2393	0.5	174326	stimulus	n/a	112
170.8252	0.0	174926	response	n/a	201
171.7393	0.5	175862	stimulus	n/a	112
172.3535	0.0	176491	response	n/a	201
173.2715	0.5	177431	stimulus	n/a	112
173.7217	0.0	177892	response	n/a	201
174.8545	0.5	179052	stimulus	n/a	112
175.2412	0.0	179448	response	n/a	201
176.4541	0.5	180690	stimulus	n/a	112
176.8730	0.0	181119	response	n/a	201
177.8701	0.5	182140	stimulus	n/a	121
178.4570	0.0	182741	response	n/a	201
179.3867	0.5	183693	stimulus	n/a	112
179.8496	0.0	184167	response	n/a	201
180.9023	0.5	185245	stimulus	n/a	122
181.3369	0.0	185690	response	n/a	201
182.4023	0.5	186781	stimulus	n/a	111
182.9609	0.0	187353	response	n/a	201
183.8184	0.5	188231	stimulus	n/a	122
184.4570	0.0	188885	response	n/a	201
185.3672	0.5	189817	stimulus	n/a	122
185.9775	0.0	190442	response	n/a	201
186.7666	0.5	191250	stimulus	n/a	122
187.3613	0.0	191859	response	n/a	201
188.2334	0.5	192752	stimulus	n/a	122
188.6895	0.0	193219	response	n/a	201
189.6494	0.5	194202	stimulus	n/a	122
190.0654	0.0	194628	response	n/a	201
191.0820	0.5	195669	stimulus	n/a	112
191.6250	0.0	196225	response	n/a	201
192.6816	0.5	197307	stimulus	n/a	112
193.0811	0.0	197716	response	n/a	201
194.1973	0.5	198859	stimulus	n/a	121
194.6729	0.0	199346	response	n/a	201
195.6973	0.5	200395	stimulus	n/a	112
196.2090	0.0	200919	response	n/a	201
197.1465	0.5	201879	stimulus	n/a	121
197.6807	0.0	202426	response	n/a	201
198.7129	0.5	203483	stimulus	n/a	111
199.3047	0.0	204089	response	n/a	202
200.2959	0.5	205104	stimulus	n/a	112
