onset	duration	sample	trial_type	stim_file	value
13.8359	0.0	14169	response	n/a	202
16.0996	0.0	16487	response	n/a	202
20.2041	0.5	20690	stimulus	n/a	211
21.0439	0.0	21550	response	n/a	201
21.7529	0.5	22276	stimulus	n/a	221
22.3711	0.0	22909	response	n/a	201
23.2695	0.5	23829	stimulus	n/a	221
23.7959	0.0	24368	response	n/a	202
24.7852	0.5	25381	stimulus	n/a	221
25.4355	0.0	26047	response	n/a	202
26.3848	0.5	27019	stimulus	n/a	221
27.0830	0.0	27734	response	n/a	201
27.9346	0.5	28606	stimulus	n/a	212
28.7314	0.0	29422	response	n/a	201
29.4004	0.5	30107	stimulus	n/a	211
29.9629	0.0	30683	response	n/a	201
30.8828	0.5	31625	stimulus	n/a	222
31.5234	0.0	32281	response	n/a	201
32.4658	0.5	33246	stimulus	n/a	222
33.3477	0.0	34149	response	n/a	201
33.8984	0.5	34713	stimulus	n/a	212
34.7637	0.0	35599	response	n/a	201
35.3818	0.5	36232	stimulus	n/a	211
36.0273	0.0	36893	response	n/a	201
36.9141	0.5	37801	stimulus	n/a	212
37.5234	0.0	38425	response	n/a	201
38.4639	0.5	39388	stimulus	n/a	221
39.0596	0.0	39998	response	n/a	201
39.8633	0.5	40821	stimulus	n/a	221
40.6035	0.0	41579	response	n/a	202
41.2959	0.5	42288	stimulus	n/a	211
41.8350	0.0	42840	response	n/a	201
42.7793	0.5	43807	stimulus	n/a	212
43.4512	0.0	44495	response	n/a	201
44.2285	0.5	45291	stimulus	n/a	212
44.9395	0.0	46019	response	n/a	201
45.7109	0.5	46809	stimulus	n/a	221
46.2666	0.0	47378	response	n/a	201
47.2939	0.5	48430	stimulus	n/a	221
47.8428	0.0	48992	response	n/a	201
48.8438	0.5	50017	stimulus	n/a	211
49.9150	0.0	51114	response	n/a	202
50.2930	0.5	51501	stimulus	n/a	211
51.1387	0.0	52367	response	n/a	201
51.8428	0.5	53088	stimulus	n/a	211
52.4668	0.0	53727	response	n/a	201
53.3252	0.5	54606	stimulus	n/a	211
53.8984	0.0	55193	response	n/a	201
54.8076	0.5	56124	stimulus	n/a	212
55.8906	0.0	57233	response	n/a	201
56.2910	0.5	57643	stimulus	n/a	211
56.9072	0.0	58274	response	n/a	201
57.8740	0.5	59264	stimulus	n/a	211
58.4824	0.0	59887	response	n/a	201
59.4395	0.5	60867	stimulus	n/a	212
60.0742	0.0	61517	response	n/a	201
60.9062	0.5	62369	stimulus	n/a	222
61.5225	0.0	63000	response	n/a	201
62.3223	0.5	63819	stimulus	n/a	222
62.8584	0.0	64368	response	n/a	201
63.9219	0.5	65457	stimulus	n/a	212
64.5547	0.0	66105	response	n/a	201
65.3877	0.5	66958	stimulus	n/a	221
66.0830	0.0	67670	response	n/a	201
66.9199	0.5	68527	stimulus	n/a	222
67.5381	0.0	69160	response	n/a	201
68.4531	0.5	70097	stimulus	n/a	211
68.8984	0.0	70553	response	n/a	201
69.9355	0.5	71615	stimulus	n/a	221
70.5146	0.0	72208	response	n/a	202
71.4189	0.5	73134	stimulus	n/a	212
72.1787	0.0	73912	response	n/a	201
73.0020	0.5	74755	stimulus	n/a	222
74.2344	0.0	76017	response	n/a	202
74.4844	0.5	76273	stimulus	n/a	222
