onset	duration	sample	trial_type	stim_file	value
6.2354	n/a	6386	STATUS	n/a	1
9.2666	0.1	9490	stimulus	n/a	180
9.8770	0.1	10115	stimulus	n/a	180
10.4531	0.1	10705	stimulus	n/a	180
11.0869	0.1	11354	stimulus	n/a	180
11.6797	0.1	11961	stimulus	n/a	180
12.2666	0.1	12562	stimulus	n/a	180
12.8398	0.1	13149	stimulus	n/a	180
13.4199	0.1	13743	stimulus	n/a	180
14.0430	0.1	14381	stimulus	n/a	180
14.6631	0.1	15016	stimulus	n/a	180
15.2461	0.1	15613	stimulus	n/a	180
15.8301	0.1	16211	stimulus	n/a	180
16.3896	0.1	16784	stimulus	n/a	180
17.0098	0.1	17419	stimulus	n/a	180
17.5996	0.1	18023	stimulus	n/a	180
18.1836	0.1	18621	stimulus	n/a	80
18.7734	0.1	19225	stimulus	n/a	80
19.3662	0.1	19832	stimulus	n/a	80
19.9795	0.1	20460	stimulus	n/a	80
20.5898	0.1	21085	stimulus	n/a	70
21.1729	0.1	21682	stimulus	n/a	80
21.7129	0.1	22235	stimulus	n/a	80
22.3232	0.1	22860	stimulus	n/a	80
22.8965	0.1	23447	stimulus	n/a	80
23.5166	0.1	24082	stimulus	n/a	80
24.0625	0.1	24641	stimulus	n/a	80
24.6328	0.1	25225	stimulus	n/a	80
25.1660	0.1	25771	stimulus	n/a	80
25.7100	0.1	26328	stimulus	n/a	80
26.2764	0.1	26908	stimulus	n/a	80
26.9199	0.1	27567	stimulus	n/a	80
27.5195	0.1	28181	stimulus	n/a	80
28.1328	0.1	28809	stimulus	n/a	80
28.6826	0.1	29372	stimulus	n/a	80
29.3027	0.1	30007	stimulus	n/a	80
29.8564	0.1	30574	stimulus	n/a	80
30.4229	0.1	31154	stimulus	n/a	80
31.0225	0.1	31768	stimulus	n/a	70
31.6162	0.1	32376	stimulus	n/a	80
32.1797	0.1	32953	stimulus	n/a	80
32.7324	0.1	33519	stimulus	n/a	70
33.3691	0.1	34171	stimulus	n/a	80
33.9629	0.1	34779	stimulus	n/a	70
34.5098	0.1	35339	stimulus	n/a	80
35.0391	0.1	35881	stimulus	n/a	80
35.6396	0.1	36496	stimulus	n/a	80
36.1826	0.1	37052	stimulus	n/a	80
36.7930	0.1	37677	stimulus	n/a	80
