onset	duration	sample	trial_type	stim_file	value	event_type
230.7744	0.3	236314	stimulus	n/a	112	scrambled_face
231.0693	0.0	236616	response	n/a	201	correct_response
232.207	0.3	237781	stimulus	n/a	73	car
232.5732	0.0	238156	response	n/a	201	correct_response
233.7734	0.3	239385	stimulus	n/a	9	face
234.0693	0.0	239688	response	n/a	201	correct_response
235.2227	0.3	240869	stimulus	n/a	1	face
235.5576	0.0	241212	response	n/a	201	correct_response
236.7891	0.3	242473	stimulus	n/a	13	face
237.1572	0.0	242850	response	n/a	201	correct_response
238.3711	0.3	244093	stimulus	n/a	20	face
238.7012	0.0	244431	response	n/a	201	correct_response
239.7705	0.3	245526	stimulus	n/a	79	car
240.165	0.0	245930	response	n/a	201	correct_response
241.3701	0.3	247164	stimulus	n/a	114	scrambled_face
241.7334	0.0	247536	response	n/a	202	incorrect_response
242.8203	0.3	248649	stimulus	n/a	128	scrambled_face
243.2217	0.0	249060	response	n/a	201	correct_response
244.3359	0.3	250201	stimulus	n/a	21	face
244.7256	0.0	250600	response	n/a	201	correct_response
245.8525	0.3	251754	stimulus	n/a	165	scrambled_car
246.2295	0.0	252140	response	n/a	201	correct_response
247.3018	0.3	253238	stimulus	n/a	7	face
247.5811	0.0	253524	response	n/a	201	correct_response
248.7842	0.3	254756	stimulus	n/a	78	car
249.1816	0.0	255163	response	n/a	201	correct_response
250.3506	0.3	256360	stimulus	n/a	126	scrambled_face
250.8291	0.0	256850	response	n/a	201	correct_response
251.917	0.3	257964	stimulus	n/a	162	scrambled_car
252.3652	0.0	258423	response	n/a	201	correct_response
253.416	0.3	259499	stimulus	n/a	119	scrambled_face
253.7969	0.0	259889	response	n/a	201	correct_response
254.9658	0.3	261086	stimulus	n/a	159	scrambled_car
255.3574	0.0	261487	response	n/a	201	correct_response
256.498	0.3	262655	stimulus	n/a	172	scrambled_car
256.8691	0.0	263035	response	n/a	201	correct_response
258.0146	0.3	264208	stimulus	n/a	2	face
258.3887	0.0	264591	response	n/a	201	correct_response
259.4307	0.3	265658	stimulus	n/a	175	scrambled_car
259.7734	0.0	266009	response	n/a	201	correct_response
290.0859	0.3	297049	stimulus	n/a	68	car
290.6846	0.0	297662	response	n/a	201	correct_response
291.5527	0.3	298551	stimulus	n/a	149	scrambled_car
291.8926	0.0	298899	response	n/a	201	correct_response
293.1182	0.3	300154	stimulus	n/a	27	face
293.5088	0.0	300554	response	n/a	201	correct_response
294.6846	0.3	301758	stimulus	n/a	52	car
295.0605	0.0	302143	response	n/a	202	incorrect_response
296.2842	0.3	303396	stimulus	n/a	113	scrambled_face
296.5723	0.0	303691	response	n/a	201	correct_response
297.7334	0.3	304880	stimulus	n/a	32	face
298.3799	0.0	305542	response	n/a	201	correct_response
299.1494	0.3	306330	stimulus	n/a	75	car
299.6045	0.0	306796	response	n/a	201	correct_response
300.6162	0.3	307832	stimulus	n/a	129	scrambled_face
300.9961	0.0	308221	response	n/a	201	correct_response
302.1484	0.3	309401	stimulus	n/a	5	face
302.4922	0.0	309753	response	n/a	201	correct_response
303.5645	0.3	310851	stimulus	n/a	57	car
304.0205	0.0	311318	response	n/a	201	correct_response
305.1143	0.3	312438	stimulus	n/a	160	scrambled_car
305.4678	0.0	312800	response	n/a	201	correct_response
306.7139	0.3	314076	stimulus	n/a	10	face
307.0205	0.0	314390	response	n/a	201	correct_response
308.2295	0.3	315628	stimulus	n/a	76	car
308.5322	0.0	315938	response	n/a	202	incorrect_response
309.7959	0.3	317232	stimulus	n/a	177	scrambled_car
310.1484	0.0	317593	response	n/a	201	correct_response
311.3789	0.3	318853	stimulus	n/a	26	face
311.7324	0.0	319215	response	n/a	201	correct_response
312.8779	0.3	320388	stimulus	n/a	51	car
313.3955	0.0	320918	response	n/a	201	correct_response
314.3779	0.3	321924	stimulus	n/a	47	car
314.7715	0.0	322327	response	n/a	201	correct_response
315.8604	0.3	323442	stimulus	n/a	77	car
316.2441	0.0	323835	response	n/a	201	correct_response
317.377	0.3	324995	stimulus	n/a	101	scrambled_face
317.7637	0.0	325391	response	n/a	201	correct_response
318.9092	0.3	326564	stimulus	n/a	29	face
319.4355	0.0	327103	response	n/a	201	correct_response
320.376	0.3	328066	stimulus	n/a	18	face
320.708	0.0	328406	response	n/a	201	correct_response
321.8086	0.3	329533	stimulus	n/a	111	scrambled_face
322.3877	0.0	330126	response	n/a	201	correct_response
323.3076	0.3	331068	stimulus	n/a	148	scrambled_car
323.7158	0.0	331486	response	n/a	201	correct_response
324.8242	0.3	332621	stimulus	n/a	23	face
325.2197	0.0	333026	response	n/a	201	correct_response
326.4238	0.3	334259	stimulus	n/a	25	face
326.916	0.0	334763	response	n/a	201	correct_response
327.8564	0.3	335726	stimulus	n/a	168	scrambled_car
328.3076	0.0	336188	response	n/a	201	correct_response
329.2725	0.3	337176	stimulus	n/a	161	scrambled_car
329.8672	0.0	337785	response	n/a	201	correct_response
330.7383	0.3	338677	stimulus	n/a	118	scrambled_face
331.0918	0.0	339039	response	n/a	201	correct_response
332.3047	0.3	340281	stimulus	n/a	22	face
332.7236	0.0	340710	response	n/a	201	correct_response
333.8369	0.3	341850	stimulus	n/a	125	scrambled_face
334.1953	0.0	342217	response	n/a	201	correct_response
335.2539	0.3	343301	stimulus	n/a	23	face
335.6836	0.0	343741	response	n/a	201	correct_response
336.8193	0.3	344904	stimulus	n/a	67	car
337.1475	0.0	345240	response	n/a	202	incorrect_response
338.3525	0.3	346474	stimulus	n/a	43	car
338.9639	0.0	347100	response	n/a	201	correct_response
339.8682	0.3	348026	stimulus	n/a	63	car
340.2354	0.0	348402	response	n/a	201	correct_response
341.2852	0.3	349477	stimulus	n/a	156	scrambled_car
341.6191	0.0	349819	response	n/a	202	incorrect_response
342.7344	0.3	350961	stimulus	n/a	137	scrambled_face
343.3154	0.0	351556	response	n/a	201	correct_response
344.1836	0.3	352445	stimulus	n/a	122	scrambled_face
344.5469	0.0	352817	response	n/a	201	correct_response
345.6162	0.3	353912	stimulus	n/a	8	face
346.0518	0.0	354358	response	n/a	201	correct_response
347.1328	0.3	355465	stimulus	n/a	154	scrambled_car
347.5234	0.0	355865	response	n/a	201	correct_response
348.7158	0.3	357086	stimulus	n/a	106	scrambled_face
349.1553	0.0	357536	response	n/a	201	correct_response
388.4346	0.3	397758	stimulus	n/a	51	car
389.0107	0.0	398348	response	n/a	201	correct_response
389.8506	0.3	399208	stimulus	n/a	75	car
390.2344	0.0	399601	response	n/a	201	correct_response
391.417	0.3	400812	stimulus	n/a	31	face
391.7383	0.0	401141	response	n/a	201	correct_response
392.8828	0.3	402313	stimulus	n/a	166	scrambled_car
393.2744	0.0	402714	response	n/a	201	correct_response
394.416	0.3	403883	stimulus	n/a	21	face
394.7783	0.0	404254	response	n/a	201	correct_response
395.915	0.3	405418	stimulus	n/a	18	face
396.4424	0.0	405958	response	n/a	201	correct_response
397.4482	0.3	406988	stimulus	n/a	16	face
397.7783	0.0	407326	response	n/a	201	correct_response
399.0312	0.3	408609	stimulus	n/a	29	face
399.3945	0.0	408981	response	n/a	201	correct_response
400.4971	0.3	410110	stimulus	n/a	179	scrambled_car
400.8818	0.0	410504	response	n/a	201	correct_response
401.9463	0.3	411594	stimulus	n/a	137	scrambled_face
402.3145	0.0	411971	response	n/a	201	correct_response
403.3955	0.3	413078	stimulus	n/a	119	scrambled_face
403.7139	0.0	413404	response	n/a	201	correct_response
404.9951	0.3	414716	stimulus	n/a	163	scrambled_car
405.2979	0.0	415026	response	n/a	201	correct_response
406.4277	0.3	416183	stimulus	n/a	73	car
406.8896	0.0	416656	response	n/a	201	correct_response
407.8447	0.3	417634	stimulus	n/a	133	scrambled_face
408.2656	0.0	418065	response	n/a	201	correct_response
409.3438	0.3	419169	stimulus	n/a	105	scrambled_face
409.6582	0.0	419491	response	n/a	201	correct_response
410.9268	0.3	420790	stimulus	n/a	167	scrambled_car
411.2822	0.0	421154	response	n/a	201	correct_response
412.4922	0.3	422393	stimulus	n/a	28	face
412.9697	0.0	422882	response	n/a	201	correct_response
414.0586	0.3	423997	stimulus	n/a	142	scrambled_car
414.5537	0.0	424504	response	n/a	201	correct_response
415.458	0.3	425430	stimulus	n/a	173	scrambled_car
415.7773	0.0	425757	response	n/a	201	correct_response
416.9912	0.3	427000	stimulus	n/a	57	car
417.3613	0.0	427379	response	n/a	201	correct_response
418.5742	0.3	428621	stimulus	n/a	7	face
418.9297	0.0	428985	response	n/a	201	correct_response
419.9902	0.3	430071	stimulus	n/a	61	car
420.5859	0.0	430681	response	n/a	201	correct_response
421.5557	0.3	431674	stimulus	n/a	125	scrambled_face
421.9141	0.0	432041	response	n/a	202	incorrect_response
423.1221	0.3	433278	stimulus	n/a	173	scrambled_car
423.4893	0.0	433654	response	n/a	201	correct_response
424.6885	0.3	434882	stimulus	n/a	3	face
425.082	0.0	435285	response	n/a	201	correct_response
426.2715	0.3	436503	stimulus	n/a	111	scrambled_face
426.7373	0.0	436980	response	n/a	201	correct_response
427.7539	0.3	438021	stimulus	n/a	60	car
428.1934	0.0	438471	response	n/a	201	correct_response
429.1699	0.3	439471	stimulus	n/a	139	scrambled_face
429.5615	0.0	439872	response	n/a	201	correct_response
430.6699	0.3	441007	stimulus	n/a	142	scrambled_car
431.0576	0.0	441404	response	n/a	201	correct_response
432.1523	0.3	442525	stimulus	n/a	154	scrambled_car
432.5371	0.0	442919	response	n/a	201	correct_response
433.6855	0.3	444095	stimulus	n/a	52	car
434.0654	0.0	444484	response	n/a	201	correct_response
435.1348	0.3	445579	stimulus	n/a	140	scrambled_face
435.4814	0.0	445934	response	n/a	201	correct_response
436.6338	0.3	447114	stimulus	n/a	55	car
436.9932	0.0	447482	response	n/a	202	incorrect_response
438.084	0.3	448599	stimulus	n/a	2	face
438.6895	0.0	449219	response	n/a	201	correct_response
439.6494	0.3	450202	stimulus	n/a	178	scrambled_car
439.8896	0.0	450448	response	n/a	201	correct_response
441.1826	0.3	451772	stimulus	n/a	148	scrambled_car
441.6094	0.0	452209	response	n/a	201	correct_response
442.7822	0.3	453410	stimulus	n/a	54	car
443.2012	0.0	453839	response	n/a	201	correct_response
444.3809	0.3	455047	stimulus	n/a	127	scrambled_face
444.7129	0.0	455387	response	n/a	201	correct_response
445.8809	0.3	456583	stimulus	n/a	161	scrambled_car
446.2412	0.0	456952	response	n/a	201	correct_response
447.3135	0.3	458050	stimulus	n/a	41	car
447.7529	0.0	458500	response	n/a	201	correct_response
500.6445	0.3	512661	stimulus	n/a	149	scrambled_car
501.1123	0.0	513140	response	n/a	201	correct_response
502.1436	0.3	514196	stimulus	n/a	72	car
502.5117	0.0	514573	response	n/a	201	correct_response
503.7266	0.3	515817	stimulus	n/a	48	car
504.0879	0.0	516187	response	n/a	201	correct_response
505.2266	0.3	517353	stimulus	n/a	15	face
505.5596	0.0	517694	response	n/a	201	correct_response
506.6758	0.3	518837	stimulus	n/a	102	scrambled_face
507.04	0.0	519210	response	n/a	201	correct_response
508.1748	0.3	520372	stimulus	n/a	121	scrambled_face
508.5283	0.0	520734	response	n/a	201	correct_response
509.6416	0.3	521874	stimulus	n/a	38	face
509.9922	0.0	522233	response	n/a	201	correct_response
511.207	0.3	523477	stimulus	n/a	143	scrambled_car
511.5195	0.0	523797	response	n/a	201	correct_response
512.7734	0.3	525081	stimulus	n/a	156	scrambled_car
513.1201	0.0	525436	response	n/a	201	correct_response
514.2061	0.3	526548	stimulus	n/a	141	scrambled_car
514.5039	0.0	526853	response	n/a	201	correct_response
515.6729	0.3	528050	stimulus	n/a	80	car
516.0557	0.0	528442	response	n/a	201	correct_response
517.2715	0.3	529687	stimulus	n/a	128	scrambled_face
517.6396	0.0	530064	response	n/a	201	correct_response
518.7549	0.3	531206	stimulus	n/a	176	scrambled_car
519.1113	0.0	531571	response	n/a	201	correct_response
520.2041	0.3	532690	stimulus	n/a	12	face
520.5752	0.0	533070	response	n/a	201	correct_response
521.6533	0.3	534174	stimulus	n/a	136	scrambled_face
521.9512	0.0	534479	response	n/a	201	correct_response
523.1533	0.3	535710	stimulus	n/a	150	scrambled_car
523.4873	0.0	536052	response	n/a	201	correct_response
524.6689	0.3	537262	stimulus	n/a	155	scrambled_car
524.9834	0.0	537584	response	n/a	201	correct_response
526.2354	0.3	538866	stimulus	n/a	175	scrambled_car
526.4873	0.0	539124	response	n/a	201	correct_response
527.8184	0.3	540487	stimulus	n/a	112	scrambled_face
528.1357	0.0	540812	response	n/a	201	correct_response
529.2842	0.3	541988	stimulus	n/a	67	car
529.5029	0.0	542212	response	n/a	202	incorrect_response
530.7842	0.3	543524	stimulus	n/a	17	face
531.1836	0.0	543933	response	n/a	201	correct_response
532.3662	0.3	545144	stimulus	n/a	158	scrambled_car
532.791	0.0	545579	response	n/a	201	correct_response
533.7998	0.3	546612	stimulus	n/a	46	car
534.2236	0.0	547046	response	n/a	201	correct_response
535.2822	0.3	548130	stimulus	n/a	30	face
535.6797	0.0	548537	response	n/a	201	correct_response
536.7979	0.3	549682	stimulus	n/a	59	car
537.1514	0.0	550044	response	n/a	201	correct_response
538.3145	0.3	551235	stimulus	n/a	107	scrambled_face
538.8477	0.0	551781	response	n/a	201	correct_response
539.8135	0.3	552770	stimulus	n/a	159	scrambled_car
540.1992	0.0	553165	response	n/a	201	correct_response
541.3301	0.3	554323	stimulus	n/a	65	car
541.7031	0.0	554705	response	n/a	202	incorrect_response
542.8291	0.3	555858	stimulus	n/a	118	scrambled_face
543.207	0.0	556245	response	n/a	201	correct_response
544.3955	0.3	557462	stimulus	n/a	25	face
544.8389	0.0	557916	response	n/a	201	correct_response
545.9453	0.3	559049	stimulus	n/a	10	face
546.3506	0.0	559464	response	n/a	201	correct_response
547.5107	0.3	560652	stimulus	n/a	170	scrambled_car
547.8945	0.0	561045	response	n/a	201	correct_response
548.9941	0.3	562171	stimulus	n/a	9	face
549.3105	0.0	562495	response	n/a	201	correct_response
550.5938	0.3	563809	stimulus	n/a	53	car
550.9346	0.0	564158	response	n/a	201	correct_response
552.0762	0.3	565327	stimulus	n/a	157	scrambled_car
552.4707	0.0	565731	response	n/a	201	correct_response
553.6426	0.3	566931	stimulus	n/a	153	scrambled_car
554.1025	0.0	567402	response	n/a	201	correct_response
555.1748	0.3	568500	stimulus	n/a	24	face
555.5586	0.0	568893	response	n/a	201	correct_response
556.5908	0.3	569950	stimulus	n/a	26	face
556.8467	0.0	570212	response	n/a	201	correct_response
558.0244	0.3	571418	stimulus	n/a	68	car
558.5186	0.0	571924	response	n/a	202	incorrect_response
559.54	0.3	572970	stimulus	n/a	123	scrambled_face
559.8389	0.0	573276	response	n/a	201	correct_response
618.4688	0.3	633313	stimulus	n/a	35	face
619.1094	0.0	633969	response	n/a	201	correct_response
619.9521	0.3	634832	stimulus	n/a	37	face
620.2695	0.0	635157	response	n/a	201	correct_response
621.4014	0.3	636316	stimulus	n/a	36	face
621.7012	0.0	636623	response	n/a	201	correct_response
622.918	0.3	637869	stimulus	n/a	66	car
623.4297	0.0	638393	response	n/a	201	correct_response
624.3838	0.3	639370	stimulus	n/a	62	car
624.7812	0.0	639777	response	n/a	201	correct_response
625.9834	0.3	641008	stimulus	n/a	126	scrambled_face
626.3975	0.0	641432	response	n/a	201	correct_response
627.5664	0.3	642629	stimulus	n/a	22	face
627.9414	0.0	643013	response	n/a	201	correct_response
629.165	0.3	644266	stimulus	n/a	160	scrambled_car
629.5889	0.0	644700	response	n/a	201	correct_response
630.6318	0.3	645768	stimulus	n/a	171	scrambled_car
630.9492	0.0	646093	response	n/a	201	correct_response
632.1973	0.3	647371	stimulus	n/a	45	car
632.6133	0.0	647797	response	n/a	201	correct_response
633.7471	0.3	648958	stimulus	n/a	101	scrambled_face
634.2852	0.0	649509	response	n/a	201	correct_response
635.2637	0.3	650511	stimulus	n/a	50	car
635.6211	0.0	650877	response	n/a	201	correct_response
636.8125	0.3	652097	stimulus	n/a	39	face
637.2129	0.0	652507	response	n/a	201	correct_response
638.4121	0.3	653735	stimulus	n/a	163	scrambled_car
638.9814	0.0	654318	response	n/a	201	correct_response
639.9619	0.3	655322	stimulus	n/a	152	scrambled_car
640.3408	0.0	655710	response	n/a	201	correct_response
641.5107	0.3	656908	stimulus	n/a	76	car
641.8926	0.0	657299	response	n/a	201	correct_response
643.0605	0.3	658495	stimulus	n/a	134	scrambled_face
643.4053	0.0	658848	response	n/a	201	correct_response
644.5928	0.3	660064	stimulus	n/a	151	scrambled_car
644.9971	0.0	660478	response	n/a	201	correct_response
646.0098	0.3	661515	stimulus	n/a	115	scrambled_face
646.3652	0.0	661879	response	n/a	201	correct_response
647.5752	0.3	663118	stimulus	n/a	77	car
647.9971	0.0	663550	response	n/a	201	correct_response
648.9912	0.3	664568	stimulus	n/a	120	scrambled_face
649.2451	0.0	664828	response	n/a	201	correct_response
650.5244	0.3	666138	stimulus	n/a	71	car
650.9727	0.0	666597	response	n/a	201	correct_response
651.957	0.3	667605	stimulus	n/a	42	car
652.2764	0.0	667932	response	n/a	202	incorrect_response
653.4736	0.3	669158	stimulus	n/a	69	car
653.9492	0.0	669645	response	n/a	201	correct_response
654.8896	0.3	670608	stimulus	n/a	166	scrambled_car
655.3564	0.0	671086	response	n/a	201	correct_response
656.4053	0.3	672160	stimulus	n/a	64	car
