onset	duration	sample	trial_type	stim_file	value
7.2969	0.0	7473	response	n/a	202
10.6572	0.0	10914	response	n/a	202
14.6865	0.2	15040	stimulus	n/a	112
15.7861	0.2	16166	stimulus	n/a	212
16.6973	0.0	17099	response	n/a	201
17.4014	0.2	17820	stimulus	n/a	122
18.6348	0.2	19083	stimulus	n/a	222
19.5693	0.0	20040	response	n/a	201
20.3174	0.2	20806	stimulus	n/a	112
21.6172	0.2	22137	stimulus	n/a	212
22.2969	0.0	22833	response	n/a	201
23.2666	0.2	23826	stimulus	n/a	122
24.3994	0.2	24986	stimulus	n/a	222
25.1367	0.0	25741	response	n/a	202
26.0322	0.2	26658	stimulus	n/a	122
27.1816	0.2	27835	stimulus	n/a	222
28.5771	0.0	29264	response	n/a	201
28.8643	0.2	29558	stimulus	n/a	112
29.9805	0.2	30701	stimulus	n/a	212
30.7207	0.0	31459	response	n/a	201
31.7803	0.2	32544	stimulus	n/a	122
32.9795	0.2	33772	stimulus	n/a	222
34.6455	0.2	35478	stimulus	n/a	122
34.9688	0.0	35809	response	n/a	202
35.8457	0.2	36707	stimulus	n/a	222
36.9609	0.0	37849	response	n/a	202
37.5781	0.2	38481	stimulus	n/a	112
38.6943	0.2	39624	stimulus	n/a	212
39.2324	0.0	40175	response	n/a	201
40.3604	0.2	41330	stimulus	n/a	122
41.4932	0.2	42490	stimulus	n/a	222
42.1924	0.0	43206	response	n/a	201
43.2588	0.2	44298	stimulus	n/a	122
44.4756	0.2	45544	stimulus	n/a	222
45.7041	0.0	46802	response	n/a	201
46.1748	0.2	47284	stimulus	n/a	112
47.3916	0.2	48530	stimulus	n/a	212
48.0723	0.0	49227	response	n/a	201
49.0576	0.2	50236	stimulus	n/a	112
50.2236	0.2	51430	stimulus	n/a	212
50.8408	0.0	52062	response	n/a	201
51.8730	0.2	53119	stimulus	n/a	122
53.1221	0.2	54398	stimulus	n/a	222
53.7363	0.0	55027	response	n/a	201
54.7881	0.2	56104	stimulus	n/a	112
55.9219	0.2	57265	stimulus	n/a	212
56.8486	0.0	58214	response	n/a	201
57.6875	0.2	59073	stimulus	n/a	112
58.9541	0.2	60370	stimulus	n/a	212
59.9277	0.0	61367	response	n/a	201
60.6533	0.2	62110	stimulus	n/a	122
61.8359	0.2	63321	stimulus	n/a	222
62.3926	0.0	63891	response	n/a	201
63.4688	0.2	64993	stimulus	n/a	112
64.7188	0.2	66273	stimulus	n/a	212
65.1523	0.0	66717	response	n/a	201
66.3848	0.2	67979	stimulus	n/a	112
67.6338	0.2	69258	stimulus	n/a	212
68.3203	0.0	69961	response	n/a	201
69.3496	0.2	71015	stimulus	n/a	112
70.5498	0.2	72244	stimulus	n/a	212
71.1758	0.0	72885	response	n/a	201
81.9619	0.2	83930	stimulus	n/a	122
83.1445	0.2	85141	stimulus	n/a	222
84.0479	0.0	86066	response	n/a	201
84.8281	0.2	86865	stimulus	n/a	122
86.1270	0.2	88195	stimulus	n/a	222
86.7832	0.0	88867	response	n/a	201
87.8604	0.2	89970	stimulus	n/a	112
89.1592	0.2	91300	stimulus	n/a	212
89.6396	0.0	91792	response	n/a	201
90.8926	0.2	93075	stimulus	n/a	122
92.1582	0.2	94371	stimulus	n/a	222
92.7910	0.0	95019	response	n/a	201
93.9248	0.2	96180	stimulus	n/a	112
95.0742	0.2	97357	stimulus	n/a	212
95.5830	0.0	97878	response	n/a	201
96.7236	0.2	99046	stimulus	n/a	122
97.8232	0.2	100172	stimulus	n/a	222
98.4316	0.0	100795	response	n/a	201
99.5557	0.2	101946	stimulus	n/a	112
100.7051	0.2	103123	stimulus	n/a	212
101.5430	0.0	103981	response	n/a	201
102.4883	0.2	104949	stimulus	n/a	112
103.6543	0.2	106143	stimulus	n/a	212
104.1914	0.0	106693	response	n/a	201
105.3701	0.2	107900	stimulus	n/a	122
106.6367	0.2	109197	stimulus	n/a	222
107.3672	0.0	109945	response	n/a	201
108.2529	0.2	110852	stimulus	n/a	122
109.3857	0.2	112012	stimulus	n/a	222
110.2627	0.0	112910	response	n/a	201
111.0518	0.2	113718	stimulus	n/a	122
112.2178	0.2	114912	stimulus	n/a	222
113.0146	0.0	115728	response	n/a	201
113.8672	0.2	116601	stimulus	n/a	112
115.0332	0.2	117795	stimulus	n/a	212
115.9033	0.0	118686	response	n/a	201
116.6992	0.2	119501	stimulus	n/a	122
117.9492	0.2	120781	stimulus	n/a	222
118.6953	0.0	121545	response	n/a	201
119.6318	0.2	122504	stimulus	n/a	122
120.9150	0.2	123818	stimulus	n/a	222
121.6865	0.0	124608	response	n/a	201
122.5645	0.2	125507	stimulus	n/a	112
123.8135	0.2	126786	stimulus	n/a	212
124.4473	0.0	127435	response	n/a	201
125.5635	0.2	128578	stimulus	n/a	122
126.7295	0.2	129772	stimulus	n/a	222
127.3506	0.0	130408	response	n/a	201
128.4453	0.2	131529	stimulus	n/a	112
129.6289	0.2	132741	stimulus	n/a	212
130.6865	0.0	133824	response	n/a	201
131.3613	0.2	134515	stimulus	n/a	122
132.5771	0.2	135760	stimulus	n/a	222
133.3428	0.0	136544	response	n/a	202
134.2100	0.2	137432	stimulus	n/a	122
135.3428	0.2	138592	stimulus	n/a	222
136.0381	0.0	139304	response	n/a	201
137.0254	0.2	140315	stimulus	n/a	122
138.3086	0.2	141629	stimulus	n/a	222
138.9268	0.0	142262	response	n/a	201
150.2041	0.2	153810	stimulus	n/a	112
151.4043	0.2	155039	stimulus	n/a	212
152.0781	0.0	155729	response	n/a	201
153.0205	0.2	156694	stimulus	n/a	112
154.3193	0.2	158024	stimulus	n/a	212
154.8623	0.0	158580	response	n/a	201
155.9688	0.2	159713	stimulus	n/a	112
157.0850	0.2	160856	stimulus	n/a	212
157.8145	0.0	161603	response	n/a	201
158.7852	0.2	162597	stimulus	n/a	112
160.0176	0.2	163859	stimulus	n/a	212
161.2305	0.0	165101	response	n/a	202
161.7500	0.2	165633	stimulus	n/a	122
162.9668	0.2	166879	stimulus	n/a	222
163.9424	0.0	167878	response	n/a	201
164.7656	0.2	168721	stimulus	n/a	122
166.0488	0.2	170035	stimulus	n/a	222
166.6621	0.0	170663	response	n/a	201
167.6982	0.2	171724	stimulus	n/a	112
168.8809	0.2	172935	stimulus	n/a	212
169.5820	0.0	173653	response	n/a	201
170.5801	0.2	174675	stimulus	n/a	112
171.7803	0.2	175904	stimulus	n/a	212
172.4775	0.0	176618	response	n/a	201
