onset	duration	sample	trial_type	stim_file	value
6.9854	n/a	7154	STATUS	n/a	1
10.0205	0.1	10262	stimulus	n/a	180
10.5703	0.1	10825	stimulus	n/a	180
11.2070	0.1	11477	stimulus	n/a	180
11.8076	0.1	12092	stimulus	n/a	180
12.4434	0.1	12743	stimulus	n/a	180
13.0371	0.1	13351	stimulus	n/a	180
13.6143	0.1	13942	stimulus	n/a	180
14.1875	0.1	14529	stimulus	n/a	180
14.8105	0.1	15167	stimulus	n/a	180
15.4268	0.1	15798	stimulus	n/a	180
16.0469	0.1	16433	stimulus	n/a	180
16.6875	0.1	17089	stimulus	n/a	180
17.3066	0.1	17723	stimulus	n/a	180
17.8701	0.1	18300	stimulus	n/a	180
18.4336	0.1	18877	stimulus	n/a	180
19.0635	0.1	19522	stimulus	n/a	80
19.6699	0.1	20143	stimulus	n/a	70
20.2871	0.1	20775	stimulus	n/a	80
20.8867	0.1	21389	stimulus	n/a	80
21.4707	0.1	21987	stimulus	n/a	70
22.0400	0.1	22570	stimulus	n/a	80
22.6201	0.1	23164	stimulus	n/a	80
23.1699	0.1	23727	stimulus	n/a	80
23.7168	0.1	24287	stimulus	n/a	80
24.2773	0.1	24861	stimulus	n/a	80
24.8672	0.1	25465	stimulus	n/a	70
25.4268	0.1	26038	stimulus	n/a	80
25.9805	0.1	26605	stimulus	n/a	80
26.5303	0.1	27168	stimulus	n/a	80
27.0830	0.1	27734	stimulus	n/a	80
27.6172	0.1	28281	stimulus	n/a	80
28.1533	0.1	28830	stimulus	n/a	80
28.7568	0.1	29448	stimulus	n/a	70
29.3730	0.1	30079	stimulus	n/a	80
29.9971	0.1	30718	stimulus	n/a	80
30.6133	0.1	31349	stimulus	n/a	70
31.1436	0.1	31892	stimulus	n/a	80
31.7334	0.1	32496	stimulus	n/a	80
32.3096	0.1	33086	stimulus	n/a	70
32.9033	0.1	33694	stimulus	n/a	80
33.4971	0.1	34302	stimulus	n/a	80
34.0898	0.1	34909	stimulus	n/a	80
34.7129	0.1	35547	stimulus	n/a	70
35.3232	0.1	36172	stimulus	n/a	80
35.9502	0.1	36814	stimulus	n/a	80
36.4932	0.1	37370	stimulus	n/a	80
37.1064	0.1	37998	stimulus	n/a	80
37.7100	0.1	38616	stimulus	n/a	80
38.2500	0.1	39169	stimulus	n/a	80
38.8369	0.1	39770	stimulus	n/a	80
39.3994	0.1	40346	stimulus	n/a	70
39.9902	0.1	40951	stimulus	n/a	80
40.5801	0.1	41555	stimulus	n/a	80
41.1729	0.1	42162	stimulus	n/a	80
41.7334	0.1	42736	stimulus	n/a	70
42.3594	0.1	43377	stimulus	n/a	80
42.8896	0.1	43920	stimulus	n/a	70
43.4229	0.1	44466	stimulus	n/a	80
44.0234	0.1	45081	stimulus	n/a	70
44.5830	0.1	45654	stimulus	n/a	80
45.2129	0.1	46299	stimulus	n/a	70
45.7666	0.1	46866	stimulus	n/a	80
46.3564	0.1	47470	stimulus	n/a	80
46.8994	0.1	48026	stimulus	n/a	70
47.4834	0.1	48624	stimulus	n/a	80
48.0459	0.1	49200	stimulus	n/a	80
48.6299	0.1	49798	stimulus	n/a	80
49.2295	0.1	50412	stimulus	n/a	80
49.8564	0.1	51054	stimulus	n/a	70
50.4062	0.1	51617	stimulus	n/a	80
50.9834	0.1	52208	stimulus	n/a	80
51.5859	0.1	52825	stimulus	n/a	80
52.1934	0.1	53447	stimulus	n/a	80
52.7393	0.1	54006	stimulus	n/a	80
53.2930	0.1	54573	stimulus	n/a	80
53.9131	0.1	55208	stimulus	n/a	80
54.5293	0.1	55839	stimulus	n/a	80
55.1631	0.1	56488	stimulus	n/a	80
55.7832	0.1	57123	stimulus	n/a	80
56.4131	0.1	57768	stimulus	n/a	80
56.9766	0.1	58345	stimulus	n/a	80
57.5625	0.1	58945	stimulus	n/a	70
58.1162	0.1	59512	stimulus	n/a	80
58.7324	0.1	60143	stimulus	n/a	80
59.2725	0.1	60696	stimulus	n/a	70
59.8760	0.1	61314	stimulus	n/a	80
60.4561	0.1	61908	stimulus	n/a	70
61.0029	0.1	62468	stimulus	n/a	80
61.5723	0.1	63051	stimulus	n/a	70
62.1660	0.1	63659	stimulus	n/a	80
62.7891	0.1	64297	stimulus	n/a	80
63.3760	0.1	64898	stimulus	n/a	70
63.9893	0.1	65526	stimulus	n/a	80
64.6230	0.1	66175	stimulus	n/a	80
65.2295	0.1	66796	stimulus	n/a	80
65.7891	0.1	67369	stimulus	n/a	70
66.3359	0.1	67929	stimulus	n/a	80
66.9395	0.1	68547	stimulus	n/a	80
67.5127	0.1	69134	stimulus	n/a	80
68.0830	0.1	69718	stimulus	n/a	80
68.7021	0.1	70352	stimulus	n/a	80
69.2529	0.1	70916	stimulus	n/a	70
69.8223	0.1	71499	stimulus	n/a	80
70.3691	0.1	72059	stimulus	n/a	80
70.9189	0.1	72622	stimulus	n/a	80
71.4795	0.1	73196	stimulus	n/a	80
72.0557	0.1	73786	stimulus	n/a	80
72.6455	0.1	74390	stimulus	n/a	80
73.1963	0.1	74954	stimulus	n/a	80
73.7725	0.1	75544	stimulus	n/a	70
74.3926	0.1	76179	stimulus	n/a	80
74.9424	0.1	76742	stimulus	n/a	80
75.5762	0.1	77391	stimulus	n/a	70
76.1387	0.1	77967	stimulus	n/a	80
76.7188	0.1	78561	stimulus	n/a	80
77.3086	0.1	79165	stimulus	n/a	70
77.9287	0.1	79800	stimulus	n/a	80
78.4990	0.1	80384	stimulus	n/a	80
79.1152	0.1	81015	stimulus	n/a	70
79.6953	0.1	81609	stimulus	n/a	80
80.3193	0.1	82248	stimulus	n/a	80
80.9092	0.1	82852	stimulus	n/a	80
81.4961	0.1	83453	stimulus	n/a	80
82.0889	0.1	84060	stimulus	n/a	70
82.6719	0.1	84657	stimulus	n/a	80
83.2822	0.1	85282	stimulus	n/a	80
83.8984	0.1	85913	stimulus	n/a	80
84.4922	0.1	86521	stimulus	n/a	80
85.1152	0.1	87159	stimulus	n/a	70
85.7520	0.1	87811	stimulus	n/a	80
