onset	duration	sample	trial_type	stim_file	value	event_type
48.9043	0.3	50079	stimulus	n/a	153	scrambled_car
49.5049	0.0	50694	response	n/a	202	incorrect_response
50.3701	0.3	51580	stimulus	n/a	65	car
50.9365	0.0	52160	response	n/a	201	correct_response
51.8867	0.3	53133	stimulus	n/a	129	scrambled_face
52.4082	0.0	53667	response	n/a	201	correct_response
53.4854	0.3	54770	stimulus	n/a	16	face
54.0166	0.0	55314	response	n/a	201	correct_response
54.9189	0.3	56238	stimulus	n/a	1	face
55.376	0.0	56706	response	n/a	201	correct_response
56.4346	0.3	57790	stimulus	n/a	125	scrambled_face
56.9365	0.0	58304	response	n/a	201	correct_response
57.9346	0.3	59326	stimulus	n/a	35	face
58.6084	0.0	60016	response	n/a	201	correct_response
59.334	0.3	60759	stimulus	n/a	3	face
59.8721	0.0	61310	response	n/a	201	correct_response
60.8496	0.3	62311	stimulus	n/a	128	scrambled_face
61.2881	0.0	62760	response	n/a	201	correct_response
62.3994	0.3	63898	stimulus	n/a	162	scrambled_car
62.8564	0.0	64366	response	n/a	202	incorrect_response
63.8652	0.3	65399	stimulus	n/a	9	face
64.3281	0.0	65873	response	n/a	202	incorrect_response
65.4648	0.3	67037	stimulus	n/a	136	scrambled_face
66.0645	0.0	67651	response	n/a	201	correct_response
66.998	0.3	68607	stimulus	n/a	111	scrambled_face
67.5039	0.0	69125	response	n/a	201	correct_response
68.4971	0.3	70142	stimulus	n/a	80	car
69.1045	0.0	70764	response	n/a	201	correct_response
70.0303	0.3	71712	stimulus	n/a	104	scrambled_face
70.624	0.0	72320	response	n/a	201	correct_response
71.5459	0.3	73264	stimulus	n/a	70	car
72.2402	0.0	73975	response	n/a	201	correct_response
73.1123	0.3	74868	stimulus	n/a	64	car
73.5439	0.0	75310	response	n/a	201	correct_response
74.6445	0.3	76437	stimulus	n/a	113	scrambled_face
75.2158	0.0	77022	response	n/a	201	correct_response
112.5479	0.3	115250	stimulus	n/a	171	scrambled_car
113.1191	0.0	115835	response	n/a	201	correct_response
114.0479	0.3	116786	stimulus	n/a	179	scrambled_car
114.4707	0.0	117219	response	n/a	201	correct_response
115.4473	0.3	118219	stimulus	n/a	160	scrambled_car
115.8066	0.0	118587	response	n/a	201	correct_response
116.9795	0.3	119788	stimulus	n/a	28	face
117.5029	0.0	120324	response	n/a	201	correct_response
118.4121	0.3	121255	stimulus	n/a	71	car
119.0547	0.0	121913	response	n/a	202	incorrect_response
119.8291	0.3	122706	stimulus	n/a	60	car
120.2949	0.0	123183	response	n/a	201	correct_response
121.3945	0.3	124309	stimulus	n/a	109	scrambled_face
121.7832	0.0	124707	response	n/a	201	correct_response
122.8613	0.3	125811	stimulus	n/a	148	scrambled_car
123.2627	0.0	126222	response	n/a	201	correct_response
124.3105	0.3	127295	stimulus	n/a	161	scrambled_car
124.7988	0.0	127795	response	n/a	201	correct_response
125.71	0.3	128728	stimulus	n/a	13	face
126.207	0.0	129237	response	n/a	201	correct_response
127.293	0.3	130349	stimulus	n/a	43	car
127.8389	0.0	130908	response	n/a	202	incorrect_response
128.7588	0.3	131850	stimulus	n/a	138	scrambled_face
129.1992	0.0	132301	response	n/a	201	correct_response
130.3584	0.3	133488	stimulus	n/a	116	scrambled_face
130.7988	0.0	133939	response	n/a	201	correct_response
131.8408	0.3	135006	stimulus	n/a	77	car
132.2705	0.0	135446	response	n/a	202	incorrect_response
133.3906	0.3	136593	stimulus	n/a	110	scrambled_face
133.751	0.0	136962	response	n/a	202	incorrect_response
134.957	0.3	138197	stimulus	n/a	55	car
135.3105	0.0	138559	response	n/a	201	correct_response
136.4395	0.3	139715	stimulus	n/a	69	car
136.7744	0.0	140058	response	n/a	201	correct_response
137.8721	0.3	141182	stimulus	n/a	134	scrambled_face
138.2949	0.0	141615	response	n/a	201	correct_response
139.3555	0.3	142701	stimulus	n/a	154	scrambled_car
139.9346	0.0	143294	response	n/a	201	correct_response
140.8213	0.3	144202	stimulus	n/a	42	car
141.4229	0.0	144818	response	n/a	201	correct_response
142.2871	0.3	145703	stimulus	n/a	38	face
142.8389	0.0	146268	response	n/a	201	correct_response
143.7539	0.3	147205	stimulus	n/a	52	car
144.3828	0.0	147849	response	n/a	202	incorrect_response
145.2861	0.3	148774	stimulus	n/a	172	scrambled_car
145.6865	0.0	149184	response	n/a	201	correct_response
146.8027	0.3	150327	stimulus	n/a	145	scrambled_car
147.2549	0.0	150790	response	n/a	201	correct_response
148.3184	0.3	151879	stimulus	n/a	47	car
148.7666	0.0	152338	response	n/a	202	incorrect_response
149.835	0.3	153432	stimulus	n/a	72	car
150.1982	0.0	153804	response	n/a	201	correct_response
151.3838	0.3	155018	stimulus	n/a	107	scrambled_face
151.998	0.0	155647	response	n/a	201	correct_response
152.9834	0.3	156656	stimulus	n/a	103	scrambled_face
153.3818	0.0	157064	response	n/a	201	correct_response
154.5498	0.3	158260	stimulus	n/a	12	face
155.1504	0.0	158875	response	n/a	201	correct_response
156.082	0.3	159829	stimulus	n/a	163	scrambled_car
156.6221	0.0	160382	response	n/a	201	correct_response
157.5488	0.3	161331	stimulus	n/a	30	face
158.0146	0.0	161808	response	n/a	201	correct_response
159.1143	0.3	162934	stimulus	n/a	29	face
159.582	0.0	163413	response	n/a	201	correct_response
160.5811	0.3	164436	stimulus	n/a	127	scrambled_face
161.2383	0.0	165109	response	n/a	201	correct_response
162.1133	0.3	166005	stimulus	n/a	152	scrambled_car
162.582	0.0	166485	response	n/a	201	correct_response
163.5293	0.3	167455	stimulus	n/a	105	scrambled_face
163.9736	0.0	167910	response	n/a	201	correct_response
164.9629	0.3	168923	stimulus	n/a	101	scrambled_face
165.5098	0.0	169483	response	n/a	201	correct_response
166.3955	0.3	170390	stimulus	n/a	168	scrambled_car
166.8379	0.0	170843	response	n/a	201	correct_response
167.9951	0.3	172028	stimulus	n/a	108	scrambled_face
168.6377	0.0	172686	response	n/a	202	incorrect_response
169.5605	0.3	173631	stimulus	n/a	155	scrambled_car
169.9736	0.0	174054	response	n/a	201	correct_response
171.1602	0.3	175269	stimulus	n/a	130	scrambled_face
171.542	0.0	175660	response	n/a	201	correct_response
214.2949	0.3	219439	stimulus	n/a	142	scrambled_car
214.8926	0.0	220051	response	n/a	201	correct_response
215.7773	0.3	220957	stimulus	n/a	45	car
216.1885	0.0	221378	response	n/a	202	incorrect_response
217.3105	0.3	222527	stimulus	n/a	176	scrambled_car
217.6533	0.0	222878	response	n/a	201	correct_response
218.7764	0.3	224028	stimulus	n/a	49	car
219.2051	0.0	224467	response	n/a	201	correct_response
220.293	0.3	225581	stimulus	n/a	135	scrambled_face
220.8447	0.0	226146	response	n/a	201	correct_response
221.7256	0.3	227048	stimulus	n/a	175	scrambled_car
222.1328	0.0	227465	response	n/a	201	correct_response
223.2754	0.3	228635	stimulus	n/a	51	car
223.6123	0.0	228980	response	n/a	202	incorrect_response
224.7246	0.3	230119	stimulus	n/a	4	face
225.1406	0.0	230545	response	n/a	201	correct_response
226.1904	0.3	231620	stimulus	n/a	63	car
226.5967	0.0	232036	response	n/a	201	correct_response
227.7402	0.3	233207	stimulus	n/a	166	scrambled_car
228.0771	0.0	233552	response	n/a	201	correct_response
229.2061	0.3	234708	stimulus	n/a	68	car
229.8848	0.0	235403	response	n/a	201	correct_response
230.6729	0.3	236210	stimulus	n/a	167	scrambled_car
231.2529	0.0	236804	response	n/a	201	correct_response
232.1553	0.3	237728	stimulus	n/a	34	face
233.7051	0.3	239315	stimulus	n/a	158	scrambled_car
234.125	0.0	239745	response	n/a	201	correct_response
235.1211	0.3	240765	stimulus	n/a	27	face
235.4766	0.0	241129	response	n/a	201	correct_response
236.5703	0.3	242249	stimulus	n/a	122	scrambled_face
236.9404	0.0	242628	response	n/a	201	correct_response
238.0527	0.3	243767	stimulus	n/a	5	face
238.6123	0.0	244340	response	n/a	201	correct_response
239.5361	0.3	245286	stimulus	n/a	132	scrambled_face
240.3242	0.0	246093	response	n/a	202	incorrect_response
240.9854	0.3	246770	stimulus	n/a	164	scrambled_car
241.54	0.0	247338	response	n/a	201	correct_response
242.5186	0.3	248340	stimulus	n/a	180	scrambled_car
242.9326	0.0	248764	response	n/a	202	incorrect_response
244.0176	0.3	249875	stimulus	n/a	121	scrambled_face
244.4199	0.0	250287	response	n/a	201	correct_response
245.6006	0.3	251496	stimulus	n/a	61	car
246.1807	0.0	252090	response	n/a	202	incorrect_response
247.1328	0.3	253065	stimulus	n/a	7	face
247.6602	0.0	253605	response	n/a	201	correct_response
248.7158	0.3	254686	stimulus	n/a	123	scrambled_face
249.2041	0.0	255186	response	n/a	201	correct_response
250.3154	0.3	256324	stimulus	n/a	14	face
250.9004	0.0	256923	response	n/a	201	correct_response
251.8486	0.3	257894	stimulus	n/a	119	scrambled_face
252.5	0.0	258561	response	n/a	201	correct_response
253.4141	0.3	259497	stimulus	n/a	48	car
254.084	0.0	260183	response	n/a	201	correct_response
254.9971	0.3	261118	stimulus	n/a	54	car
255.4766	0.0	261609	response	n/a	201	correct_response
256.5127	0.3	262670	stimulus	n/a	133	scrambled_face
257.0918	0.0	263263	response	n/a	201	correct_response
258.1123	0.3	264308	stimulus	n/a	37	face
258.7324	0.0	264943	response	n/a	201	correct_response
259.6621	0.3	265895	stimulus	n/a	106	scrambled_face
260.1797	0.0	266425	response	n/a	202	incorrect_response
261.1943	0.3	267464	stimulus	n/a	57	car
261.6279	0.0	267908	response	n/a	202	incorrect_response
262.6943	0.3	269000	stimulus	n/a	165	scrambled_car
263.1475	0.0	269464	response	n/a	201	correct_response
264.2607	0.3	270604	stimulus	n/a	178	scrambled_car
264.7158	0.0	271070	response	n/a	201	correct_response
265.6934	0.3	272071	stimulus	n/a	26	face
266.2041	0.0	272594	response	n/a	201	correct_response
267.1758	0.3	273589	stimulus	n/a	150	scrambled_car
267.8359	0.0	274265	response	n/a	201	correct_response
268.5918	0.3	275039	stimulus	n/a	53	car
269.2441	0.0	275707	response	n/a	201	correct_response
270.0586	0.3	276541	stimulus	n/a	157	scrambled_car
270.6514	0.0	277148	response	n/a	201	correct_response
271.5078	0.3	278025	stimulus	n/a	19	face
272.124	0.0	278656	response	n/a	201	correct_response
273.041	0.3	279595	stimulus	n/a	66	car
273.748	0.0	280319	response	n/a	202	incorrect_response
317.0752	0.3	324686	stimulus	n/a	126	scrambled_face
317.6025	0.0	325226	response	n/a	201	correct_response
318.5078	0.3	326153	stimulus	n/a	124	scrambled_face
318.9062	0.0	326561	response	n/a	201	correct_response
319.9902	0.3	327671	stimulus	n/a	151	scrambled_car
320.3789	0.0	328069	response	n/a	202	incorrect_response
321.54	0.3	329258	stimulus	n/a	159	scrambled_car
321.8662	0.0	329592	response	n/a	201	correct_response
322.9727	0.3	330725	stimulus	n/a	76	car
323.7383	0.0	331509	response	n/a	201	correct_response
324.5557	0.3	332346	stimulus	n/a	173	scrambled_car
325.043	0.0	332845	response	n/a	201	correct_response
326.1221	0.3	333950	stimulus	n/a	11	face
326.5703	0.0	334409	response	n/a	201	correct_response
327.6211	0.3	335485	stimulus	n/a	137	scrambled_face
328.0508	0.0	335925	response	n/a	201	correct_response
329.1875	0.3	337089	stimulus	n/a	21	face
329.667	0.0	337580	response	n/a	201	correct_response
330.6035	0.3	338539	stimulus	n/a	44	car
331.3867	0.0	339341	response	n/a	201	correct_response
332.1523	0.3	340125	stimulus	n/a	131	scrambled_face
332.5625	0.0	340545	response	n/a	201	correct_response
333.7354	0.3	341746	stimulus	n/a	102	scrambled_face
334.0908	0.0	342110	response	n/a	201	correct_response
335.1514	0.3	343196	stimulus	n/a	58	car
335.6182	0.0	343674	response	n/a	201	correct_response
336.6348	0.3	344715	stimulus	n/a	170	scrambled_car
337.1221	0.0	345214	response	n/a	201	correct_response
338.1006	0.3	346216	stimulus	n/a	25	face
338.5781	0.0	346705	response	n/a	201	correct_response
339.5166	0.3	347666	stimulus	n/a	31	face
340.1543	0.0	348319	response	n/a	202	incorrect_response
341.0664	0.3	349253	stimulus	n/a	74	car
341.6826	0.0	349884	response	n/a	201	correct_response
342.6328	0.3	350857	stimulus	n/a	50	car
343.0986	0.0	351334	response	n/a	201	correct_response
344.0322	0.3	352290	stimulus	n/a	118	scrambled_face
344.8018	0.0	353078	response	n/a	201	correct_response
345.4482	0.3	353740	stimulus	n/a	67	car
346.1943	0.0	354504	response	n/a	201	correct_response
347.0137	0.3	355343	stimulus	n/a	24	face
347.6738	0.0	356019	response	n/a	201	correct_response
348.4307	0.3	356794	stimulus	n/a	147	scrambled_car
348.9297	0.0	357305	response	n/a	201	correct_response
349.9131	0.3	358312	stimulus	n/a	62	car
350.5225	0.0	358936	response	n/a	202	incorrect_response
351.4961	0.3	359933	stimulus	n/a	20	face
352.1221	0.0	360574	response	n/a	201	correct_response
353.0615	0.3	361536	stimulus	n/a	36	face
353.5938	0.0	362081	response	n/a	201	correct_response
354.6445	0.3	363157	stimulus	n/a	41	car
355.834	0.0	364375	response	n/a	201	correct_response
356.1445	0.3	364693	stimulus	n/a	114	scrambled_face
356.7139	0.0	365276	response	n/a	201	correct_response
357.7266	0.3	366313	stimulus	n/a	2	face
358.5059	0.0	367111	response	n/a	201	correct_response
359.2764	0.3	367900	stimulus	n/a	143	scrambled_car
359.8018	0.0	368438	response	n/a	201	correct_response
360.7588	0.3	369418	stimulus	n/a	140	scrambled_face
361.8818	0.0	370568	response	n/a	201	correct_response
362.2256	0.3	370920	stimulus	n/a	101	scrambled_face
362.7939	0.0	371502	response	n/a	201	correct_response
363.6748	0.3	372404	stimulus	n/a	137	scrambled_face
364.0977	0.0	372837	response	n/a	201	correct_response
365.1748	0.3	373940	stimulus	n/a	149	scrambled_car
365.9697	0.0	374754	response	n/a	202	incorrect_response
366.5908	0.3	375390	stimulus	n/a	156	scrambled_car
367.1055	0.0	375917	response	n/a	201	correct_response
368.0068	0.3	376840	stimulus	n/a	116	scrambled_face
368.6016	0.0	377449	response	n/a	201	correct_response
369.4395	0.3	378307	stimulus	n/a	8	face
370.1055	0.0	378989	response	n/a	201	correct_response
371.0225	0.3	379928	stimulus	n/a	103	scrambled_face
371.5615	0.0	380480	response	n/a	201	correct_response
372.5879	0.3	381531	stimulus	n/a	40	face
373.4014	0.0	382364	response	n/a	202	incorrect_response
374.0879	0.3	383067	stimulus	n/a	144	scrambled_car
374.6738	0.0	383667	response	n/a	201	correct_response
375.4873	0.3	384500	stimulus	n/a	23	face
375.9697	0.0	384994	response	n/a	201	correct_response
408.3086	0.3	418109	stimulus	n/a	78	car
409.0566	0.0	418875	response	n/a	201	correct_response
409.7588	0.3	419594	stimulus	n/a	10	face
410.2246	0.0	420071	response	n/a	201	correct_response
411.2246	0.3	421095	stimulus	n/a	123	scrambled_face
411.5449	0.0	421423	response	n/a	201	correct_response
412.6572	0.3	422562	stimulus	n/a	159	scrambled_car
413.0566	0.0	422971	response	n/a	201	correct_response
414.2402	0.3	424183	stimulus	n/a	22	face
414.6484	0.0	424601	response	n/a	201	correct_response
415.6396	0.3	425616	stimulus	n/a	60	car
416.2725	0.0	426264	response	n/a	201	correct_response
417.1221	0.3	427134	stimulus	n/a	74	car
417.5684	0.0	427591	response	n/a	201	correct_response
418.5889	0.3	428636	stimulus	n/a	119	scrambled_face
419.0889	0.0	429148	response	n/a	201	correct_response
420.1543	0.3	430239	stimulus	n/a	39	face
420.6084	0.0	430704	response	n/a	202	incorrect_response
421.7041	0.3	431826	stimulus	n/a	59	car
422.041	0.0	432171	response	n/a	201	correct_response
423.1865	0.3	433344	stimulus	n/a	18	face
423.6328	0.0	433801	response	n/a	201	correct_response
424.7363	0.3	434931	stimulus	n/a	43	car
425.2002	0.0	435406	response	n/a	201	correct_response
426.3027	0.3	436535	stimulus	n/a	108	scrambled_face
426.6963	0.0	436938	response	n/a	202	incorrect_response
427.8682	0.3	438138	stimulus	n/a	139	scrambled_face
428.2646	0.0	438544	response	n/a	202	incorrect_response
429.418	0.3	439725	stimulus	n/a	37	face
429.8965	0.0	440215	response	n/a	202	incorrect_response
431.0176	0.3	441363	stimulus	n/a	31	face
431.4561	0.0	441812	response	n/a	202	incorrect_response
432.4502	0.3	442830	stimulus	n/a	61	car
432.8721	0.0	443262	response	n/a	202	incorrect_response
433.8994	0.3	444314	stimulus	n/a	66	car
434.3682	0.0	444794	response	n/a	202	incorrect_response
435.4658	0.3	445918	stimulus	n/a	58	car
435.9688	0.0	446433	response	n/a	201	correct_response
436.8818	0.3	447368	stimulus	n/a	56	car
437.4482	0.0	447948	response	n/a	201	correct_response
438.4814	0.3	449006	stimulus	n/a	6	face
439.0078	0.0	449545	response	n/a	202	incorrect_response
440.0312	0.3	450593	stimulus	n/a	170	scrambled_car
440.6885	0.0	451266	response	n/a	201	correct_response
441.4639	0.3	452060	stimulus	n/a	19	face
442.2002	0.0	452814	response	n/a	201	correct_response
442.9463	0.3	453578	stimulus	n/a	175	scrambled_car
443.6084	0.0	454256	response	n/a	201	correct_response
444.3789	0.3	455045	stimulus	n/a	134	scrambled_face
445.0479	0.0	455730	response	n/a	201	correct_response
445.7959	0.3	456496	stimulus	n/a	138	scrambled_face
446.4961	0.0	457213	response	n/a	201	correct_response
447.2451	0.3	457980	stimulus	n/a	70	car
447.8477	0.0	458597	response	n/a	201	correct_response
448.6777	0.3	459447	stimulus	n/a	54	car
449.1436	0.0	459924	response	n/a	201	correct_response
450.1602	0.3	460965	stimulus	n/a	105	scrambled_face
450.6641	0.0	461481	response	n/a	201	correct_response
451.6768	0.3	462518	stimulus	n/a	106	scrambled_face
452.0957	0.0	462947	response	n/a	201	correct_response
453.0928	0.3	463968	stimulus	n/a	147	scrambled_car
453.752	0.0	464643	response	n/a	201	correct_response
454.5254	0.3	465435	stimulus	n/a	75	car
455.0957	0.0	466019	response	n/a	201	correct_response
456.125	0.3	467073	stimulus	n/a	141	scrambled_car
456.6475	0.0	467608	response	n/a	202	incorrect_response
457.708	0.3	468694	stimulus	n/a	67	car
458.0957	0.0	469091	response	n/a	201	correct_response
459.3076	0.3	470332	stimulus	n/a	4	face
459.832	0.0	470869	response	n/a	201	correct_response
460.8896	0.3	471952	stimulus	n/a	24	face
461.1514	0.0	472220	response	n/a	201	correct_response
462.3564	0.3	473454	stimulus	n/a	45	car
462.8398	0.0	473949	response	n/a	201	correct_response
463.8721	0.3	475006	stimulus	n/a	80	car
464.1914	0.0	475333	response	n/a	202	incorrect_response
465.4717	0.3	476644	stimulus	n/a	153	scrambled_car
465.7832	0.0	476963	response	n/a	201	correct_response
467.0049	0.3	478214	stimulus	n/a	34	face
467.584	0.0	478807	response	n/a	202	incorrect_response
473.8691	0.3	485243	stimulus	n/a	144	scrambled_car
474.4551	0.0	485843	response	n/a	201	correct_response
475.418	0.3	486829	stimulus	n/a	3	face
476.0078	0.0	487433	response	n/a	201	correct_response
476.8848	0.3	488331	stimulus	n/a	149	scrambled_car
477.4238	0.0	488883	response	n/a	201	correct_response
478.3174	0.3	489798	stimulus	n/a	115	scrambled_face
478.8711	0.0	490365	response	n/a	201	correct_response
479.8838	0.3	491402	stimulus	n/a	63	car
480.3438	0.0	491873	response	n/a	201	correct_response
481.3662	0.3	492920	stimulus	n/a	133	scrambled_face
481.7275	0.0	493290	response	n/a	201	correct_response
482.8652	0.3	494455	stimulus	n/a	41	car
483.3672	0.0	494969	response	n/a	201	correct_response
484.3154	0.3	495940	stimulus	n/a	114	scrambled_face
484.8311	0.0	496468	response	n/a	201	correct_response
485.7812	0.3	497441	stimulus	n/a	50	car
486.1992	0.0	497869	response	n/a	201	correct_response
487.3809	0.3	499079	stimulus	n/a	55	car
488.1436	0.0	499860	response	n/a	202	incorrect_response
488.9297	0.3	500665	stimulus	n/a	111	scrambled_face
489.2949	0.0	501039	response	n/a	201	correct_response
490.4629	0.3	502235	stimulus	n/a	124	scrambled_face
490.8955	0.0	502678	response	n/a	202	incorrect_response
492.0293	0.3	503839	stimulus	n/a	42	car
492.6152	0.0	504439	response	n/a	201	correct_response
493.6279	0.3	505476	stimulus	n/a	10	face
493.9512	0.0	505807	response	n/a	202	incorrect_response
495.1777	0.3	507063	stimulus	n/a	9	face
495.5273	0.0	507421	response	n/a	202	incorrect_response
496.6777	0.3	508599	stimulus	n/a	57	car
497.1191	0.0	509051	response	n/a	201	correct_response
498.1602	0.3	510117	stimulus	n/a	71	car
498.8145	0.0	510787	response	n/a	201	correct_response
499.7432	0.3	511738	stimulus	n/a	121	scrambled_face
500.2393	0.0	512246	response	n/a	201	correct_response
501.2588	0.3	513290	stimulus	n/a	76	car
501.791	0.0	513835	response	n/a	202	incorrect_response
502.8086	0.3	514877	stimulus	n/a	28	face
503.0068	0.0	515080	response	n/a	201	correct_response
504.3916	0.3	516498	stimulus	n/a	143	scrambled_car
504.6465	0.0	516759	response	n/a	202	incorrect_response
505.8242	0.3	517965	stimulus	n/a	172	scrambled_car
506.3105	0.0	518463	response	n/a	201	correct_response
507.2236	0.3	519398	stimulus	n/a	169	scrambled_car
507.7031	0.0	519889	response	n/a	202	incorrect_response
508.7559	0.3	520967	stimulus	n/a	39	face
509.1982	0.0	521420	response	n/a	201	correct_response
510.3555	0.3	522605	stimulus	n/a	112	scrambled_face
510.6787	0.0	522936	response	n/a	201	correct_response
511.8223	0.3	524107	stimulus	n/a	128	scrambled_face
512.5264	0.0	524828	response	n/a	201	correct_response
513.4043	0.3	525727	stimulus	n/a	72	car
514.0225	0.0	526360	response	n/a	201	correct_response
514.9873	0.3	527348	stimulus	n/a	68	car
515.3984	0.0	527769	response	n/a	201	correct_response
516.5205	0.3	528918	stimulus	n/a	49	car
516.6221	0.0	529022	response	n/a	201	correct_response
518.0859	0.3	530521	stimulus	n/a	163	scrambled_car
518.6064	0.0	531054	response	n/a	202	incorrect_response
519.5361	0.3	532006	stimulus	n/a	36	face
519.8389	0.0	532316	response	n/a	201	correct_response
521.085	0.3	533592	stimulus	n/a	135	scrambled_face
521.5029	0.0	534020	response	n/a	202	incorrect_response
522.668	0.3	535213	stimulus	n/a	129	scrambled_face
523.0547	0.0	535609	response	n/a	201	correct_response
524.2676	0.3	536851	stimulus	n/a	14	face
525.0703	0.0	537673	response	n/a	201	correct_response
525.7666	0.3	538386	stimulus	n/a	26	face
526.2539	0.0	538885	response	n/a	201	correct_response
527.2832	0.3	539939	stimulus	n/a	171	scrambled_car
527.7979	0.0	540466	response	n/a	201	correct_response
528.7324	0.3	541423	stimulus	n/a	176	scrambled_car
529.5107	0.0	542220	response	n/a	201	correct_response
530.249	0.3	542976	stimulus	n/a	132	scrambled_face
530.6064	0.0	543342	response	n/a	201	correct_response
531.7646	0.3	544528	stimulus	n/a	5	face
532.3662	0.0	545144	response	n/a	201	correct_response
533.2305	0.3	546029	stimulus	n/a	11	face
534.0225	0.0	546840	response	n/a	201	correct_response
550.1914	0.3	563397	stimulus	n/a	16	face
550.9902	0.0	564215	response	n/a	201	correct_response
551.7744	0.3	565018	stimulus	n/a	168	scrambled_car
552.4141	0.0	565673	response	n/a	201	correct_response
553.1738	0.3	566451	stimulus	n/a	79	car
553.8535	0.0	567147	response	n/a	201	correct_response
554.6729	0.3	567986	stimulus	n/a	161	scrambled_car
555.1582	0.0	568483	response	n/a	201	correct_response
556.1064	0.3	569454	stimulus	n/a	48	car
556.6533	0.0	570014	response	n/a	202	incorrect_response
557.5225	0.3	570904	stimulus	n/a	2	face
558.0781	0.0	571473	response	n/a	201	correct_response
558.9717	0.3	572388	stimulus	n/a	23	face
559.3574	0.0	572783	response	n/a	201	correct_response
560.5381	0.3	573992	stimulus	n/a	73	car
560.9893	0.0	574454	response	n/a	201	correct_response
562.1377	0.3	575630	stimulus	n/a	33	face
562.7578	0.0	576265	response	n/a	201	correct_response
563.6201	0.3	577148	stimulus	n/a	102	scrambled_face
564.0859	0.0	577625	response	n/a	201	correct_response
565.0859	0.3	578649	stimulus	n/a	46	car
565.5332	0.0	579107	response	n/a	202	incorrect_response
566.5693	0.3	580168	stimulus	n/a	65	car
566.9971	0.0	580606	response	n/a	201	correct_response
568.085	0.3	581720	stimulus	n/a	131	scrambled_face
568.4932	0.0	582138	response	n/a	202	incorrect_response
569.6514	0.3	583324	stimulus	n/a	69	car
570.2051	0.0	583891	response	n/a	202	incorrect_response
571.1338	0.3	584842	stimulus	n/a	1	face
571.8057	0.0	585530	response	n/a	201	correct_response
572.7334	0.3	586480	stimulus	n/a	178	scrambled_car
573.1338	0.0	586890	response	n/a	202	incorrect_response
574.333	0.3	588118	stimulus	n/a	107	scrambled_face
575.0938	0.0	588897	response	n/a	202	incorrect_response
575.7822	0.3	589602	stimulus	n/a	12	face
576.501	0.0	590338	response	n/a	201	correct_response
577.3486	0.3	591206	stimulus	n/a	174	scrambled_car
577.917	0.0	591788	response	n/a	201	correct_response
578.7812	0.3	592673	stimulus	n/a	78	car
579.1895	0.0	593091	response	n/a	202	incorrect_response
580.2812	0.3	594209	stimulus	n/a	165	scrambled_car
580.6855	0.0	594623	response	n/a	202	incorrect_response
581.6973	0.3	595659	stimulus	n/a	104	scrambled_face
582.4932	0.0	596474	response	n/a	201	correct_response
583.2295	0.3	597228	stimulus	n/a	40	face
583.7812	0.0	597793	response	n/a	201	correct_response
584.6455	0.3	598678	stimulus	n/a	122	scrambled_face
585.2295	0.0	599276	response	n/a	201	correct_response
